price_tnd,price_eur,Area,pieces,room,bathroom,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
650000.0,201500.0,670.0,9.0,8.0,2.0,1.0,36.774385049578,10.1900135050966,3.63999335953499,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700000.0,527000.0,667.0,9.0,6.0,2.0,1.0,33.8869,9.5375,327.765254316544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100000.0,341000.0,660.0,9.0,8.0,4.0,1.0,36.7300765828194,10.2806760068401,13.8401541619669,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1800000.0,558000.0,613.0,9.0,6.0,6.0,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8000.0,2480.0,600.0,9.0,7.0,4.0,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2000000.0,620000.0,578.0,9.0,5.0,3.0,0.0,36.845235,10.164723,4.6317218774898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200000.0,372000.0,500.0,9.0,5.0,4.0,1.0,34.47114,10.42259,256.895601216844,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
495000.0,153450.0,500.0,9.0,4.0,2.0,1.0,36.8094099,9.9089889,30.3035267006511,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
650000.0,201500.0,495.0,9.0,7.0,2.0,0.0,36.814748,10.1558086,2.99599074292579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100000.0,341000.0,485.0,9.0,4.0,3.0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
900000.0,279000.0,483.0,9.0,6.0,3.0,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1700000.0,527000.0,470.0,9.0,6.0,3.0,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
580000.0,179800.0,458.0,9.0,4.0,2.0,1.0,36.88833,10.27417,13.6515294537323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100000.0,341000.0,440.0,9.0,8.0,5.0,0.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
880000.0,272800.0,420.0,9.0,7.0,5.0,2.0,36.44662464206,10.7153947723389,71.2249763280087,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
650000.0,201500.0,412.0,9.0,8.0,4.0,0.0,36.8893457211991,10.1662895154803,9.22357134486795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000.0,620000.0,400.0,9.0,6.0,3.0,1.0,36.8458420003631,10.0559854771905,14.6059150852103,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
950000.0,294500.0,350.0,9.0,6.0,2.0,2.0,36.8144703,10.1344725,5.30148623956287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
700000.0,217000.0,330.0,9.0,6.0,4.0,2.0,36.45056,10.73505,72.8250683705131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
650000.0,201500.0,280.0,9.0,9.0,2.0,1.0,36.8324308961884,10.1374598642985,5.66005571341796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
